,Time,Municipality,Impact variable,Hazard variable,Impact value,Hazard value,Trend,Observed anomalies,Predicted anomalies,Aggregation,Best_Degree
7412,2011,Kristianstad,hydro_prod,DFI,26147.0,-0.3047673399784634,Linear,14.280552316876753,-2.062980315323145,1,2
7413,2012,Kristianstad,hydro_prod,DFI,23327.0,-0.293093873174568,Linear,2.965346147686273,-1.9950092827908386,1,2
7414,2013,Kristianstad,hydro_prod,DFI,15447.0,-0.6281670913720939,Linear,-31.134658383458262,-3.1888999645567413,1,2
7415,2014,Kristianstad,hydro_prod,DFI,24457.0,-0.8419785650293736,Linear,10.1355691552059,-3.130737179747036,1,2
7416,2015,Kristianstad,hydro_prod,DFI,23838.0,0.1301258269283668,Linear,8.444233994256264,1.7552796706504612,1,2
7417,2016,Kristianstad,hydro_prod,DFI,18698.0,-0.7365328507408451,Linear,-14.06119206574576,-3.2392607295864773,1,2
7418,2017,Kristianstad,hydro_prod,DFI,23325.0,-1.6276779970730957,Linear,8.32272284411715,2.570056762377172,1,2
7419,2018,Kristianstad,hydro_prod,DFI,17245.0,0.445249243481715,Linear,-19.069531390526294,6.173370739133343,1,2
7420,2019,Kristianstad,hydro_prod,DFI,24936.0,-1.9343826503700268,Linear,18.270050110255216,7.136401418573849,1,2
7421,2020,Kristianstad,hydro_prod,DFI,23406.0,-0.8068319660976014,Linear,12.20793075927417,-3.1841731726891265,1,2
7422,2021,Kristianstad,hydro_prod,DFI,22554.0,-1.035455046300536,Linear,9.299602272309528,-2.527519547786212,1,2
7423,2022,Kristianstad,hydro_prod,DFI,17397.0,-0.5550210725170118,Linear,-14.764715893560403,-3.062140313766599,1,2
7424,2011,Kristinehamn,hydro_prod,DFI,308.0,-1.0078061865020105,Linear,-39.012997562956016,-2.5127400803459414,1,2
7425,2012,Kristinehamn,hydro_prod,DFI,496.0,-0.0804845236382795,Linear,1.5089137061646327,-2.5700528105999565,1,2
7426,2013,Kristinehamn,hydro_prod,DFI,575.0,-0.4005021951676024,Linear,21.76310307721268,-4.3471210606732145,1,2
7427,2014,Kristinehamn,hydro_prod,DFI,496.0,-0.7039275424153303,Linear,8.812534837459795,-4.283092804294585,1,2
7428,2015,Kristinehamn,hydro_prod,DFI,595.0,-0.2349729188743816,Linear,35.40230007002068,-3.6643612389548146,1,2
7429,2016,Kristinehamn,hydro_prod,DFI,357.0,-1.1926226555553725,Linear,-15.609347535002511,-0.600981745258536,1,2
7430,2017,Kristinehamn,hydro_prod,DFI,407.0,-2.0543673633763864,Linear,0.0899991974603542,16.651220106891184,1,2
7431,2018,Kristinehamn,hydro_prod,DFI,322.0,-0.6339028215345666,Linear,-17.485708824389828,-4.448976213856188,1,2
7432,2019,Kristinehamn,hydro_prod,DFI,546.0,-1.8637993947223916,Linear,46.05302539033283,11.653488052238416,1,2
7433,2020,Kristinehamn,hydro_prod,DFI,461.0,-0.2685959975383087,Linear,28.97333394200061,-3.8440512980700854,1,2
7434,2021,Kristinehamn,hydro_prod,DFI,43.0,-0.5365289474566389,Linear,-87.3914945388431,-4.528943603556466,1,2
7435,2022,Kristinehamn,hydro_prod,DFI,372.0,-1.2550428063802164,Linear,14.588105204960838,0.1873797579880978,1,2
7436,2005,Krokom,hydro_prod,DFI,1632861.0,-0.3683473964111028,Linear,19.69107811407528,3.525734636232487,1,1
7437,2006,Krokom,hydro_prod,DFI,1247500.0,-1.1991735153313574,Linear,-8.926218274097117,-4.782526552970057,1,1
7438,2007,Krokom,hydro_prod,DFI,1509307.0,0.1701055048927447,Linear,9.74323488849396,8.910263649270961,1,1
7439,2008,Krokom,hydro_prod,DFI,1198032.0,-1.1502310077391342,Linear,-13.239311515733116,-4.293101477047826,1,1
7440,2009,Krokom,hydro_prod,DFI,1260233.0,-1.1845145769605592,Linear,-9.099388046585572,-4.635937169262076,1,1
7441,2010,Krokom,hydro_prod,DFI,1391130.0,-1.0956317043051769,Linear,-0.0570887176446899,-3.747108442708252,1,1
7442,2011,Krokom,hydro_prod,DFI,1406867.0,-1.3512076146174437,Linear,0.6728863555981125,-6.30286754583092,1,1
7443,2012,Krokom,hydro_prod,DFI,1654356.0,0.496081430038691,Linear,17.915383871283193,12.170022900730423,1,1
7444,2013,Krokom,hydro_prod,DFI,1211056.0,-1.1750657505739612,Linear,-14.020579441509144,-4.541448905396096,1,1
7445,2014,Krokom,hydro_prod,DFI,1246014.0,-0.5678949672248969,Linear,-11.885229106639898,1.5302589280945469,1,1
7446,2015,Krokom,hydro_prod,DFI,1605239.0,-1.1090618498989506,Linear,13.075278619504784,-3.88140989864599,1,1
7447,2016,Krokom,hydro_prod,DFI,1329943.0,-1.2238573776977115,Linear,-6.681065128239714,-5.029365176633598,1,1
7448,2017,Krokom,hydro_prod,DFI,1403954.0,-1.1119798978048197,Linear,-1.86928450490649,-3.91059037770468,1,1
7449,2018,Krokom,hydro_prod,DFI,1280389.0,-0.5757264725701988,Linear,-10.851123865020156,1.4519438746415272,1,1
7450,2019,Krokom,hydro_prod,DFI,1345235.0,-1.250319137322618,Linear,-6.695968945210522,-5.293982772882662,1,1
7451,2020,Krokom,hydro_prod,DFI,1648069.0,-0.340374958313092,Linear,13.870796982548232,3.8054590172125953,1,1
7452,2021,Krokom,hydro_prod,DFI,1463467.0,0.0755817421771625,Linear,0.7304990656311329,7.96502602211514,1,1
7453,2022,Krokom,hydro_prod,DFI,1569950.0,-0.0126364718476796,Linear,7.649314207680358,7.082843881866719,1,1
7454,2005,Kungsbacka,hydro_prod,DFI,1453.0,0.3529539277386447,Linear,-28.065141864504334,12.19988654970975,1,3
7455,2006,Kungsbacka,hydro_prod,DFI,1450.0,-1.711977124669381,Linear,-27.942754222249853,-26.8556159523488,1,3
7456,2007,Kungsbacka,hydro_prod,DFI,1880.0,1.5941678599489275,Linear,-6.220142328430929,-7.201469086593116,1,3
7457,2008,Kungsbacka,hydro_prod,DFI,1480.0,0.0703888756363767,Linear,-25.89257354830801,10.653677456253643,1,3
7458,2009,Kungsbacka,hydro_prod,DFI,1466.0,-0.8001589654543013,Linear,-26.313392453283928,-3.4267285107219063,1,3
7459,2010,Kungsbacka,hydro_prod,DFI,1389.0,-0.9797700267280648,Linear,-29.91618385745153,-7.60279808255636,1,3
7460,2011,Kungsbacka,hydro_prod,DFI,1128.0,-0.6567331848414955,Linear,-42.866362427482734,-0.3399200871662895,1,3
7461,2012,Kungsbacka,hydro_prod,DFI,1573.0,0.4473421979325788,Linear,-20.019299427628525,12.301480448226044,1,3
7462,2013,Kungsbacka,hydro_prod,DFI,6470.0,0.1617249060376812,Linear,230.2485675636579,11.347629554774326,1,3
7463,2014,Kungsbacka,hydro_prod,DFI,4646.333333333333,-0.126436205662812,Linear,138.08593020132167,8.579633006184284,1,3
7464,2015,Kungsbacka,hydro_prod,DFI,2822.6666666666665,0.4024615293935187,Linear,45.20321923044235,12.280491566431428,1,3
7465,2016,Kungsbacka,hydro_prod,DFI,999.0,-0.5507177418171081,Linear,-48.4080374292677,1.7785861674710137,1,3
7466,2017,Kungsbacka,hydro_prod,DFI,1565.0,-1.9648394769908235,Linear,-18.859534914912032,-33.78239205724422,1,3
7467,2018,Kungsbacka,hydro_prod,DFI,1438.0,0.3767630874153264,Linear,-25.149387302563117,12.246091273371727,1,3
7468,2019,Kungsbacka,hydro_prod,DFI,1121.0,-2.079866789711405,Linear,-41.41826971475933,-36.89179399447334,1,3
7469,2020,Kungsbacka,hydro_prod,DFI,1240.0,-0.0113287583675989,Linear,-34.94132467973161,9.885431782214038,1,3
7470,2021,Kungsbacka,hydro_prod,DFI,1587.0,-0.2762487755048993,Linear,-16.402305373987833,6.5145988182170065,1,3
7471,2022,Kungsbacka,hydro_prod,DFI,1488.0,-1.0048635259270005,Linear,-21.302470586780487,-8.210313689151109,1,3
7472,2005,Kungsör,hydro_prod,DFI,1152.0,-1.3398584317484088,Linear,-27.086718509991943,7.385475417034785,1,3
7473,2006,Kungsör,hydro_prod,DFI,1562.0,-2.0131765885870374,Linear,-0.3645759848543439,-8.832440931018228,1,3
7474,2007,Kungsör,hydro_prod,DFI,1079.0,-0.1467457021401976,Linear,-30.631986637052773,-3.275013258810729,1,3
7475,2008,Kungsör,hydro_prod,DFI,1673.0,-0.993397435284998,Linear,8.409097748299097,7.112647405677313,1,3
7476,2009,Kungsör,hydro_prod,DFI,1909.0,-1.1962488400176312,Linear,24.690977993170662,7.79464208978909,1,3
7477,2010,Kungsör,hydro_prod,DFI,1620.0,-1.1624759402750386,Linear,6.667276710817063,7.775452771711251,1,3
7478,2011,Kungsör,hydro_prod,DFI,1850.0,-1.5601234523570453,Linear,22.801377087077984,4.96162222924039,1,3
7479,2012,Kungsör,hydro_prod,DFI,2143.0,-0.9100505112018348,Linear,43.41602519638898,6.485916277556541,1,3
7480,2013,Kungsör,hydro_prod,DFI,1268.0,-0.5379263684382722,Linear,-14.44056167243657,2.1084513040800434,1,3
7481,2014,Kungsör,hydro_prod,DFI,1193.0,-1.4588235238519869,Linear,-18.830678088560663,6.371479407322436,1,3
7482,2015,Kungsör,hydro_prod,DFI,2034.0,-0.7080428733922408,Linear,39.55177470208392,4.352215065700731,1,3
7483,2016,Kungsör,hydro_prod,DFI,1388.0,-1.9369954140101784,Linear,-3.9632467905562456,-5.548263949767369,1,3
7484,2017,Kungsör,hydro_prod,DFI,1090.0,-2.265271421153797,Linear,-23.937734481689944,-22.942704268801876,1,3
7485,2018,Kungsör,hydro_prod,DFI,996.0,-0.6996486924555148,Linear,-29.898299011317825,4.248823134089106,1,3
7486,2019,Kungsör,hydro_prod,DFI,1242.0,-2.254630843641761,Linear,-11.824176554154969,-22.240009547184336,1,3
7487,2020,Kungsör,hydro_prod,DFI,1432.0,-0.5839535846174214,Linear,2.5563301463074697,2.741114850076414,1,3
7488,2021,Kungsör,hydro_prod,DFI,1977.0,-0.9352058209476892,Linear,42.84039469423031,6.6933137726842755,1,3
7489,2022,Kungsör,hydro_prod,DFI,958.0,-1.9333848915634804,Linear,-30.16569969434878,-5.403144915968356,1,3
7490,2011,Kävlinge,hydro_prod,DFI,624.0,-0.3213063193507778,Linear,9.550068648857165,-2.901136055937012,1,1
7491,2012,Kävlinge,hydro_prod,DFI,522.0,-0.0383418481584403,Linear,-4.777536584691132,-5.730780767860386,1,1
7492,2013,Kävlinge,hydro_prod,DFI,543.0,-0.7147603911320205,Linear,3.0795951103500725,1.033404661875414,1,1
7493,2014,Kävlinge,hydro_prod,DFI,472.0,-0.7729527141552094,Linear,-6.602122217787736,1.6153278921073033,1,1
7494,2015,Kävlinge,hydro_prod,DFI,331.0,0.077135356665827,Linear,-31.60481755938233,-6.8855528161030595,1,1
7495,2016,Kävlinge,hydro_prod,DFI,522.0,-0.4323301235523757,Linear,12.85519542205261,-1.7908980139210326,1,1
7496,2017,Kävlinge,hydro_prod,DFI,538.0,-1.627635534997875,Linear,21.96033153054295,10.162156100533958,1,1
7497,2018,Kävlinge,hydro_prod,DFI,384.0,0.3578816587874911,Linear,-8.50922621940203,-9.6930158373197,1,1
7498,2019,Kävlinge,hydro_prod,DFI,432.0,-1.969352598496625,Linear,8.46045127478902,13.579326735521457,1,1
7499,2020,Kävlinge,hydro_prod,DFI,380.0,-0.9224183145918696,Linear,0.8253677664385645,3.1099838964739046,1,1
7500,2021,Kävlinge,hydro_prod,DFI,405.0,-0.8688283574198529,Linear,13.931521086954064,2.5740843247537377,1,1
7501,2022,Kävlinge,hydro_prod,DFI,269.0,-0.0733594909753811,Linear,-19.47653221782992,-5.380604339690978,1,1
7502,2005,Köping,hydro_prod,DFI,10861.0,-1.154545857198978,Linear,-28.35677360894615,4.2298701669149885,1,4
7503,2006,Köping,hydro_prod,DFI,16024.0,-1.9135813767747407,Linear,6.368670322431655,-5.530062944518906,1,4
7504,2007,Köping,hydro_prod,DFI,10711.0,0.0505041498443729,Linear,-28.447032498025965,-2.5223775552568655,1,4
7505,2008,Köping,hydro_prod,DFI,17516.0,-0.9205645716293902,Linear,17.76195037555721,4.848656751493524,1,4
7506,2009,Köping,hydro_prod,DFI,16481.0,-1.1296374869207058,Linear,11.51771128106762,4.356699638491126,1,4
7507,2010,Köping,hydro_prod,DFI,13826.0,-0.9842667665134528,Linear,-5.840288685170616,4.8066322622751585,1,4
7508,2011,Köping,hydro_prod,DFI,15435.0,-1.579631337183039,Linear,5.803919038595787,-0.04248918044122352,1,4
7509,2012,Köping,hydro_prod,DFI,21421.0,-0.7772418837079541,Linear,47.80187166319944,4.610173988682662,1,4
7510,2013,Köping,hydro_prod,DFI,10727.0,-0.4441733142171419,Linear,-25.495534052593392,2.513779597811464,1,4
7511,2014,Köping,hydro_prod,DFI,17469.0,-1.454971324105783,Linear,22.1391556198214,1.5954122211994681,1,4
7512,2015,Köping,hydro_prod,DFI,18674.0,-0.6263778715219177,Linear,31.439630701474048,3.8985681665046448,1,4
7513,2016,Köping,hydro_prod,DFI,12236.0,-1.9032829494099957,Linear,-13.293815652049531,-5.34558227607577,1,4
7514,2017,Köping,hydro_prod,DFI,12147.0,-2.2223898761538816,Linear,-13.339526710263078,-11.03268706744181,1,4
7515,2018,Köping,hydro_prod,DFI,10970.0,-0.3803620074192735,Linear,-21.20110470403581,1.9231716608513199,1,4
7516,2019,Köping,hydro_prod,DFI,13476.0,-2.2360317187056378,Linear,-2.5332884995830485,-11.261152071896706,1,4
7517,2020,Köping,hydro_prod,DFI,13512.0,-0.5658416791327041,Linear,-1.594953365347131,3.495344066802902,1,4
7518,2021,Köping,hydro_prod,DFI,18161.0,-0.4003498040675876,Linear,33.186687786208935,2.1129292312881462,1,4
7519,2022,Köping,hydro_prod,DFI,8656.0,-1.7575558956277506,Linear,-36.07322028276446,-2.812827927107125,1,4
7520,2005,Laholm,hydro_prod,DFI,315076.0,0.4256573510924817,Linear,-15.938011713524954,2.379991335816311,1,1
7521,2006,Laholm,hydro_prod,DFI,341894.0,-1.7077048955756442,Linear,-7.229428014026237,-2.924790078271611,1,1
7522,2007,Laholm,hydro_prod,DFI,451354.0,1.2959795930868594,Linear,24.5938099821355,4.544119467740324,1,1
7523,2008,Laholm,hydro_prod,DFI,424624.0,-0.1270950831908759,Linear,19.281893301949356,1.0055267578676979,1,1
7524,2009,Laholm,hydro_prod,DFI,294892.0,-0.6877507675741753,Linear,-15.674517769036775,-0.3885899041592469,1,1
7525,2010,Laholm,hydro_prod,DFI,393467.0,-1.162269551780046,Linear,14.569744371313435,-1.5685200501165404,1,1
7526,2011,Laholm,hydro_prod,DFI,419032.0,-0.4456578588900569,Linear,24.28528188370897,0.21339410698360095,1,1
7527,2012,Laholm,hydro_prod,DFI,404036.0,0.1651950519507448,Linear,22.11077976003559,1.7323303182298138,1,1
7528,2013,Laholm,hydro_prod,DFI,256225.0,-0.4346817037198109,Linear,-21.064350256087355,0.24068722330090853,1,1
7529,2014,Laholm,hydro_prod,DFI,250254.0,-0.4103337893832366,Linear,-21.383649598472907,0.30123032311726017,1,1
7530,2015,Laholm,hydro_prod,DFI,244283.0,0.0735426390993554,Linear,-21.715794234118217,1.504429024387335,1,1
7531,2016,Laholm,hydro_prod,DFI,238312.0,-0.6146871090238385,Linear,-22.06157521694739,-0.20691108307369332,1,1
7532,2017,Laholm,hydro_prod,DFI,234908.5,-2.1076857280432315,Linear,-21.564567300101643,-3.9193754513742363,1,1
7533,2018,Laholm,hydro_prod,DFI,231505.0,0.4357062372535622,Linear,-21.046280902433733,2.4049787211620677,1,1
7534,2019,Laholm,hydro_prod,DFI,321611.0,-2.1346082947181664,Linear,12.083277169952986,-3.9863206368624446,1,1
7535,2020,Laholm,hydro_prod,DFI,321611.0,-0.4980151234063711,Linear,14.58991401345186,0.08320344474027697,1,1
7536,2021,Laholm,hydro_prod,DFI,321611.0,-0.6747837994784539,Linear,17.211232749850957,-0.3563464670877017,1,1
7537,2022,Laholm,hydro_prod,DFI,321611.0,-0.5539899190947357,Linear,19.95528789998895,-0.05598250752298983,1,1
7538,2005,Laxå,hydro_prod,DFI,2454.0,-0.8151013813269264,Linear,-40.12806647586061,5.335752195677284,1,2
7539,2006,Laxå,hydro_prod,DFI,3503.0,-1.8054450250589935,Linear,-13.188860385346503,-15.36893916011963,1,2
7540,2007,Laxå,hydro_prod,DFI,2823.0,0.0966266853924319,Linear,-28.921127324159496,7.055139644363477,1,2
7541,2008,Laxå,hydro_prod,DFI,3851.0,-0.8563052640531693,Linear,-1.460871148078856,4.865402661214544,1,2
7542,2009,Laxå,hydro_prod,DFI,2966.0,-1.2368113224251711,Linear,-22.851630061994676,-1.0827724810447261,1,2
7543,2010,Laxå,hydro_prod,DFI,5456.0,-0.8554445297633227,Linear,44.300909116384325,4.875575341125294,1,2
7544,2011,Laxå,hydro_prod,DFI,3976.0,-1.1198949878206643,Linear,6.955443652603215,1.0530751950315569,1,2
7545,2012,Laxå,hydro_prod,DFI,5856.0,-0.3454344631073279,Linear,60.2678255368189,8.29769114005583,1,2
7546,2013,Laxå,hydro_prod,DFI,3723.0,-0.4019956062116563,Linear,3.69515690861924,8.174647503374965,1,2
7547,2014,Laxå,hydro_prod,DFI,4975.0,-0.773007528598385,Linear,41.06353978620381,5.781197667425673,1,2
7548,2015,Laxå,hydro_prod,DFI,5737.0,-0.6799343718989905,Linear,65.65473088824957,6.640312010178059,1,2
7549,2016,Laxå,hydro_prod,DFI,3907.0,-1.275996486786323,Linear,14.922740956663583,-1.8597824209575098,1,2
7550,2017,Laxå,hydro_prod,DFI,1804.0,-2.252152010400956,Linear,-45.92525760173866,-31.12745675426956,1,2
7551,2018,Laxå,hydro_prod,DFI,2885.0,-0.6217775903273222,Linear,-11.84301368054444,7.089179323368288,1,2
7552,2019,Laxå,hydro_prod,DFI,3223.0,-1.9569118481362944,Linear,0.4356808264635051,-20.26505534349488,1,2
7553,2020,Laxå,hydro_prod,DFI,2449.0,-0.3098699397156821,Linear,-22.141921934164653,8.342294480751912,1,2
7554,2021,Laxå,hydro_prod,DFI,2864.0,-0.6621239040593104,Linear,-7.070756678720191,6.78496313304823,1,2
7555,2022,Laxå,hydro_prod,DFI,1602.0,-1.5343556327743206,Linear,-46.92486534661129,-7.751567101067554,1,2
7556,2005,Lekeberg,hydro_prod,DFI,4361.0,-0.6893285872738649,Linear,-19.436180072413613,0.974464870300551,1,1
7557,2006,Lekeberg,hydro_prod,DFI,5601.0,-1.7937538446231631,Linear,6.98472125812224,-6.165883283435961,1,1
7558,2008,Lekeberg,hydro_prod,DFI,2475.0,-0.8085940066010512,Linear,-49.28051432747142,0.20338813963850555,1,1
7559,2009,Lekeberg,hydro_prod,DFI,4950.0,-1.203772692643056,Linear,5.274160670025791,-2.3515275348258493,1,1
7560,2010,Lekeberg,hydro_prod,DFI,4964.0,-0.8315191841635242,Linear,9.720190167775396,0.055171908442233075,1,1
7561,2011,Lekeberg,hydro_prod,DFI,4609.0,-1.1798470603077769,Linear,6.0402481188711645,-2.1968431471451364,1,1
7562,2012,Lekeberg,hydro_prod,DFI,4507.333333333333,-0.3918337089561741,Linear,8.123494444325317,2.897833600784015,1,1
7563,2013,Lekeberg,hydro_prod,DFI,4405.666666666667,-0.3397054722976261,Linear,10.392334493350395,3.234853925070824,1,1
7564,2014,Lekeberg,hydro_prod,DFI,4304.0,-0.8771272524857631,Linear,12.872725993727336,-0.2396941173690461,1,1
7565,2015,Lekeberg,hydro_prod,DFI,6901.0,-0.518013208075234,Linear,89.82929022604257,2.0820558488910885,1,1
7566,2016,Lekeberg,hydro_prod,DFI,4442.0,-1.3150555659166134,Linear,28.470663168198445,-3.070995378787001,1,1
7567,2017,Lekeberg,hydro_prod,DFI,3133.0,-2.139025752512845,Linear,-4.476636636504989,-8.398140843313055,1,1
7568,2018,Lekeberg,hydro_prod,DFI,2790.4,-0.4782146684311385,Linear,-10.04667079452234,2.3393620153139465,1,1
7569,2019,Lekeberg,hydro_prod,DFI,2447.8,-1.9036170738185687,Linear,-16.29393192793302,-6.876172821391397,1,1
7570,2020,Lekeberg,hydro_prod,DFI,2105.2,-0.3622264062011868,Linear,-23.349924384725675,3.089251216559194,1,1
7571,2021,Lekeberg,hydro_prod,DFI,1762.6,-0.5699316687567818,Linear,-31.382556273973726,1.7463917716659108,1,1
7572,2022,Lekeberg,hydro_prod,DFI,1420.0,-1.534813040179121,Linear,-40.60967293115429,-4.491774979016497,1,1
7573,2005,Leksand,hydro_prod,DFI,102312.0,-1.4002772312784422,Linear,-19.06029669136309,2.213462526299404,1,3
7574,2006,Leksand,hydro_prod,DFI,127328.0,-1.496812899918642,Linear,2.381394568774119,0.9367731906918575,1,3
7575,2007,Leksand,hydro_prod,DFI,90112.0,-0.1346410054355641,Linear,-26.335443262577773,-5.897598792413915,1,3
7576,2008,Leksand,hydro_prod,DFI,125776.0,-0.9303582193995592,Linear,4.561840734793701,3.0124918203641844,1,3
7577,2009,Leksand,hydro_prod,DFI,142873.0,-1.1705171910049816,Linear,20.82307462518873,3.592551311242852,1,3
7578,2010,Leksand,hydro_prod,DFI,137728.0,-0.6245126125980194,Linear,18.515558406853582,0.2481714225647753,1,3
7579,2011,Leksand,hydro_prod,DFI,131231.0,-1.076834662573476,Linear,14.941450053298396,3.578998184012292,1,3
7580,2012,Leksand,hydro_prod,DFI,108914.0,-0.8442584031936323,Linear,-2.8708544735026664,2.417779146074915,1,3
7581,2013,Leksand,hydro_prod,DFI,86597.0,-0.6346303322409871,Linear,-21.34289900622804,0.36395911671838554,1,3
7582,2014,Leksand,hydro_prod,DFI,116761.5,-1.4209005258704048,Linear,8.057012347628179,1.9782951893165777,1,3
7583,2015,Leksand,hydro_prod,DFI,146926.0,-0.5033031022945266,Linear,38.58773406323376,-1.217775305391494,1,3
7584,2016,Leksand,hydro_prod,DFI,99053.0,-1.4818945968942276,Linear,-4.7363373161573,1.1638469584677722,1,3
7585,2017,Leksand,hydro_prod,DFI,96834.83333333331,-1.862415783672172,Linear,-5.006963194947226,-8.509821311203057,1,3
7586,2018,Leksand,hydro_prod,DFI,94616.66666666669,-0.5589155242740862,Linear,-5.288635489709562,-0.5291766074017072,1,3
7587,2019,Leksand,hydro_prod,DFI,92398.5,-1.8455368852272227,Linear,-5.582044630902307,-7.893508991108513,1,3
7588,2020,Leksand,hydro_prod,DFI,90180.33333333331,-0.7747279110236629,Linear,-5.887939811584878,1.8204576210932668,1,3
7589,2021,Leksand,hydro_prod,DFI,87962.16666666667,-0.4859932982400759,Linear,-6.207135374941973,-1.4363413492756791,1,3
7590,2022,Leksand,hydro_prod,DFI,85744.0,-1.2867300172868872,Linear,-6.540518053508842,3.1664350292628427,1,3
7591,2005,Lerum,hydro_prod,DFI,18437.0,0.1506523912403533,Linear,-13.44994033211434,0.20261568304596422,1,2
7592,2006,Lerum,hydro_prod,DFI,24498.0,-1.675760759705486,Linear,15.635049265268664,-1.444581624663378,1,2
7593,2007,Lerum,hydro_prod,DFI,28650.0,1.479207801470488,Linear,35.981041509120416,26.405750847363993,1,2
7594,2008,Lerum,hydro_prod,DFI,28847.0,0.0343867277913659,Linear,37.67736596391921,-1.0883821813184875,1,2
7595,2009,Lerum,hydro_prod,DFI,11096.0,-0.9031378747206232,Linear,-46.74628290924528,-5.604825835502056,1,2
7596,2010,Lerum,hydro_prod,DFI,12878.0,-0.798706964857734,Linear,-37.84628923063924,-5.620746994861547,1,2
7597,2011,Lerum,hydro_prod,DFI,17237.0,-0.6820748141738344,Linear,-16.337812122468502,-5.484717935652265,1,2
7598,2012,Lerum,hydro_prod,DFI,27381.0,0.4260985337877969,Linear,33.65328051181596,3.9047886398302074,1,2
7599,2013,Lerum,hydro_prod,DFI,14913.0,0.3070118854582636,Linear,-26.7897040182103,2.1931069756604114,1,2
7600,2014,Lerum,hydro_prod,DFI,19160.0,-0.0324718950407191,Linear,-5.399445217805962,-1.7577321389247036,1,2
7601,2015,Lerum,hydro_prod,DFI,22631.0,0.3762757793943919,Linear,12.384735435823826,3.168078922614031,1,2
7602,2016,Lerum,hydro_prod,DFI,20586.0,-0.544262940591678,Linear,2.8242364123507597,-5.114802016659045,1,2
7603,2017,Lerum,hydro_prod,DFI,20956.0,-1.776364572947599,Linear,5.285014948638475,-0.3787990583617,1,2
7604,2018,Lerum,hydro_prod,DFI,15799.0,-0.0836914187104206,Linear,-20.156916489848776,-2.2344333140540162,1,2
7605,2019,Lerum,hydro_prod,DFI,18827.0,-2.0719550069783352,Linear,-4.29086122608385,3.4512781759668947,1,2
7606,2020,Lerum,hydro_prod,DFI,23393.0,-0.0162144678462948,Linear,19.629427599071924,-1.5998796966863098,1,2
7607,2021,Lerum,hydro_prod,DFI,22278.0,-0.2720076901758509,Linear,14.610270654795162,-3.717999419359014,1,2
7608,2022,Lerum,hydro_prod,DFI,18046.0,-1.101203446500448,Linear,-6.601666351895058,-5.217208124274156,1,2
7609,2005,Lidköping,hydro_prod,DFI,3702.0,-0.5452324840874166,Linear,-24.554417921725594,2.6657701967975793,1,4
7610,2006,Lidköping,hydro_prod,DFI,4203.0,-1.77297371589467,Linear,-13.303225105116637,-8.011915234977984,1,4
7611,2007,Lidköping,hydro_prod,DFI,6070.0,0.691140557695886,Linear,26.748416945817933,-5.72857526627193,1,4
7612,2008,Lidköping,hydro_prod,DFI,6308.0,-0.6615325461531335,Linear,33.35876775603612,1.7790443914977259,1,4
7613,2009,Lidköping,hydro_prod,DFI,4112.0,-1.0151998957581232,Linear,-11.97086881089468,-2.8816086394639324,1,4
7614,2010,Lidköping,hydro_prod,DFI,4563.0,-0.6448180702394386,Linear,-1.0681129236808675,1.930747663326238,1,4
7615,2011,Lidköping,hydro_prod,DFI,5904.0,-0.7277340226509689,Linear,29.662848737147677,1.1038845149395151,1,4
7616,2012,Lidköping,hydro_prod,DFI,5536.0,-0.2567001481082189,Linear,23.174666349286436,3.0344055840639657,1,4
7617,2013,Lidköping,hydro_prod,DFI,538.0,0.2655298998095914,Linear,-87.87062765980464,-1.8738100797684976,1,4
7618,2014,Lidköping,hydro_prod,DFI,5633.0,-0.3600987797892818,Linear,28.7072986004305,3.2087699248710004,1,4
7619,2015,Lidköping,hydro_prod,DFI,4675.0,-0.3467309669996655,Linear,8.275729978662728,3.205300753833466,1,4
7620,2016,Lidköping,hydro_prod,DFI,3037.0,-0.9223124837441,Linear,-28.68822426989606,-1.4547914407789724,1,4
7621,2017,Lidköping,hydro_prod,DFI,4171.0,-1.965084388055999,Linear,-0.686856491812703,-2.7976913063852606,1,4
7622,2018,Lidköping,hydro_prod,DFI,4208.666666666667,-0.6145365317215441,Linear,1.6357797729193573,2.185337033902414,1,4
7623,2019,Lidköping,hydro_prod,DFI,4246.333333333333,-2.060107696258949,Linear,4.025462454408235,1.6529600161056808,1,4
7624,2020,Lidköping,hydro_prod,DFI,4284.0,-0.1595261451840243,Linear,6.485137162080176,2.5731926935450877,1,4
7625,2021,Lidköping,hydro_prod,DFI,4762.0,-0.5394269220111892,Linear,20.12572858547256,2.699360325971872,1,4
7626,2022,Lidköping,hydro_prod,DFI,3356.0,-1.041514020081698,Linear,-14.064690026954093,-3.297568117783399,1,4
7627,2005,Lilla Edet,hydro_prod,DFI,177423.0,0.061103139780795,Linear,-19.336600154400625,5.937118936483609,1,3
7628,2006,Lilla Edet,hydro_prod,DFI,199644.0,-1.5917788153448515,Linear,-7.821205841309071,-9.254033364128263,1,3
7629,2007,Lilla Edet,hydro_prod,DFI,200087.0,1.303849763363099,Linear,-6.155887715221764,-6.66328017776376,1,3
7630,2008,Lilla Edet,hydro_prod,DFI,251576.0,0.0233290881396504,Linear,19.889006367398935,5.6961193127728205,1,3
7631,2009,Lilla Edet,hydro_prod,DFI,218913.0,-0.9677681222112318,Linear,6.026839659281257,-4.854078118099755,1,3
