Time,Variable,Municipality,Value
2005,HWI,Upplands Väsby,1.2883056592627435
2005,HWI,Vallentuna,1.0262928816777699
2005,HWI,Österåker,1.1421721137010266
2005,HWI,Värmdö,1.1686272611245139
2005,HWI,Järfälla,1.1847120138848608
2005,HWI,Ekerö,0.5939762929634991
2005,HWI,Huddinge,0.862437857645852
2005,HWI,Botkyrka,0.724413461870564
2005,HWI,Salem,0.43997451190218473
2005,HWI,Haninge,0.8522133357762659
2005,HWI,Tyresö,0.726406520204387
2005,HWI,Upplands-Bro,0.8063766740964852
2005,HWI,Nykvarn,0.48109101007577004
2005,HWI,Täby,1.378688560629787
2005,HWI,Danderyd,1.4005131285503802
2005,HWI,Sollentuna,1.3163789899721579
2005,HWI,Stockholm,1.077873037499057
2005,HWI,Södertälje,0.6990481874325745
2005,HWI,Nacka,1.0279577933612596
2005,HWI,Sundbyberg,1.3262847413222323
2005,HWI,Solna,1.3558694456195701
2005,HWI,Lidingö,1.385454149916908
2005,HWI,Vaxholm,0.9977927654445087
2005,HWI,Norrtälje,1.116102392758586
2005,HWI,Sigtuna,0.9826626044486378
2005,HWI,Nynäshamn,0.9939923288154101
2005,HWI,Håbo,0.5325367708221045
2005,HWI,Älvkarleby,2.036162945862907
2005,HWI,Knivsta,0.97988738377693
2005,HWI,Heby,0.988404919202879
2005,HWI,Tierp,1.5330081273494625
2005,HWI,Uppsala,0.9688948570121176
2005,HWI,Enköping,0.4364408040161238
2005,HWI,Östhammar,1.40668245770155
2005,HWI,Vingåker,0.17961415981491696
2005,HWI,Gnesta,0.916221879678866
2005,HWI,Nyköping,1.2521704943259413
2005,HWI,Oxelösund,1.3270460804598763
2005,HWI,Flen,1.0335745704346524
2005,HWI,Katrineholm,0.6900504661356773
2005,HWI,Eskilstuna,0.4070962680462788
2005,HWI,Strängnäs,0.5212907623218174
2005,HWI,Trosa,0.9971454251522702
2005,HWI,Ödeshög,0.15071595235756874
2005,HWI,Ydre,0.863059807071876
2005,HWI,Kinda,1.1674435795491416
2005,HWI,Boxholm,0.5920147404325734
2005,HWI,Åtvidaberg,1.2995407589493
2005,HWI,Finspång,0.5007392263120447
2005,HWI,Valdemarsvik,1.9665687641554777
2005,HWI,Linköping,0.7677645693086974
2005,HWI,Norrköping,1.1175377838914435
2005,HWI,Söderköping,1.4855224113633223
2005,HWI,Motala,0.3772288043059435
2005,HWI,Vadstena,0.1962627121154689
2005,HWI,Mjölby,0.5069506477064708
2005,HWI,Aneby,0.4986516474102367
2005,HWI,Gnosjö,-0.21125669416372142
2005,HWI,Mullsjö,-0.1268515237617558
2005,HWI,Habo,-0.04291606688470642
2005,HWI,Gislaved,-0.5380816684827398
2005,HWI,Vaggeryd,0.09029017021469728
2005,HWI,Jönköping,0.08258948853377114
2005,HWI,Nässjö,0.4438866465184579
2005,HWI,Värnamo,-0.19233652632653975
2005,HWI,Sävsjö,0.29681573960134694
2005,HWI,Vetlanda,0.8127860629400052
2005,HWI,Eksjö,0.8779604510834881
2005,HWI,Tranås,0.47381571443449066
2005,HWI,Uppvidinge,1.0004575754561296
2005,HWI,Lessebo,0.763708150230418
2005,HWI,Tingsryd,-0.14342609236090492
2005,HWI,Alvesta,-0.250018481730367
2005,HWI,Älmhult,-0.7156967797659228
2005,HWI,Markaryd,-0.9014069122383326
2005,HWI,Växjö,0.28259899846596565
2005,HWI,Ljungby,-0.6609745680352995
2005,HWI,Högsby,1.5396634288002242
2005,HWI,Torsås,0.36771932157933
2005,HWI,Mörbylånga,1.3301108189598982
2005,HWI,Hultsfred,1.5805458237635184
2005,HWI,Mönsterås,1.9248953434354348
2005,HWI,Emmaboda,0.46176573454665826
2005,HWI,Kalmar,1.1060848254013305
2005,HWI,Nybro,1.0263008449983038
2005,HWI,Oskarshamn,2.197901754726669
2005,HWI,Västervik,2.0378212235071174
2005,HWI,Vimmerby,1.5986579990344867
2005,HWI,Borgholm,1.9722867952879497
2005,HWI,Gotland,0.5797056780489791
2005,HWI,Olofström,-0.7050292740693549
2005,HWI,Karlskrona,-0.09292300674793733
2005,HWI,Ronneby,-0.4980758675226923
2005,HWI,Karlshamn,-0.7514921128936742
2005,HWI,Sölvesborg,-0.9750136307712131
2005,HWI,Svalöv,-0.547509173152625
2005,HWI,Staffanstorp,-0.681062666741296
2005,HWI,Burlöv,-0.6574795951713532
2005,HWI,Vellinge,-0.8021242319878681
2005,HWI,Östra Göinge,-0.8342497383361215
2005,HWI,Örkelljunga,-0.7742005413327167
2005,HWI,Bjuv,-0.4758266739650392
2005,HWI,Kävlinge,-0.5640521831275048
2005,HWI,Lomma,-0.6061599996319957
2005,HWI,Svedala,-0.7494798461179876
2005,HWI,Skurup,-0.8125486147216225
2005,HWI,Sjöbo,-0.8070502082840842
2005,HWI,Hörby,-0.7870756935647245
2005,HWI,Höör,-0.6938587359600743
2005,HWI,Tomelilla,-0.8685115276219504
2005,HWI,Bromölla,-0.9484956200518462
2005,HWI,Osby,-0.7915245813212686
2005,HWI,Perstorp,-0.7255420277879308
2005,HWI,Klippan,-0.650887482158582
2005,HWI,Åstorp,-0.4893257045472602
2005,HWI,Båstad,
2005,HWI,Malmö,-0.6746239651224547
2005,HWI,Lund,-0.6772735979793122
2005,HWI,Landskrona,-0.4980862400693308
2005,HWI,Helsingborg,-0.4289348795626086
2005,HWI,Höganäs,-0.5433050753444446
2005,HWI,Eslöv,-0.6163790555196198
2005,HWI,Ystad,-0.819092301392497
2005,HWI,Trelleborg,-0.8173519361945438
2005,HWI,Kristianstad,-0.8903465535029168
2005,HWI,Simrishamn,-0.8625352827834982
2005,HWI,Ängelholm,-0.6153918113487552
2005,HWI,Hässleholm,-0.8243404811511864
2005,HWI,Hylte,-0.8330062330682034
2005,HWI,Halmstad,-0.9620167291064836
2005,HWI,Laholm,-0.9194516127288871
